datetime,temperature,rain,location
2022-01-01,8.664583333333333,0.0,vrsic
2022-01-02,6.134722222222222,0.0,vrsic
2022-01-03,1.7631944444444445,0.0,vrsic
2022-01-04,-0.5062500000000001,0.09375,vrsic
2022-01-05,-1.6944444444444444,0.9083333333333333,vrsic
2022-01-06,-7.354166666666667,0.012499999999999999,vrsic
2022-01-07,-10.438194444444443,0.0,vrsic
2022-01-08,-7.000694444444445,0.0,vrsic
2022-01-09,-5.924305555555556,0.0,vrsic
2022-01-10,-6.011111111111111,0.0,vrsic
2022-01-11,-6.276388888888889,0.0,vrsic
2022-01-12,-5.188194444444445,0.0,vrsic
2022-01-13,-1.1013888888888888,0.0,vrsic
2022-01-14,5.684027777777778,0.0,vrsic
2022-01-15,4.045833333333333,0.0,vrsic
2022-01-16,1.2131944444444445,0.0,vrsic
2022-01-17,-1.3784722222222223,0.0,vrsic
2022-01-18,-2.191666666666667,0.0,vrsic
2022-01-19,-3.3423611111111113,0.0,vrsic
2022-01-20,-4.052777777777778,0.0,vrsic
2022-01-21,-8.148611111111112,0.0,vrsic
2022-01-22,-5.045833333333333,0.0,vrsic
2022-01-23,-1.9458333333333333,0.0,vrsic
2022-01-24,-1.8805555555555555,0.0,vrsic
2022-01-25,0.9604166666666667,0.0,vrsic
2022-01-26,1.5993055555555555,0.0,vrsic
2022-01-27,2.0743055555555556,0.0,vrsic
2022-01-28,-2.6555555555555554,0.0,vrsic
2022-01-29,-4.434027777777778,0.0,vrsic
2022-01-30,0.6930555555555555,0.0,vrsic
2022-01-31,-3.1791666666666667,0.0,vrsic
2022-02-01,-4.954861111111111,0.0,vrsic
2022-02-02,-3.2222222222222223,0.010416666666666666,vrsic
2022-02-03,-2.603472222222222,0.0,vrsic
2022-02-04,-2.4381944444444446,0.0,vrsic
2022-02-05,-1.1833333333333333,0.0,vrsic
2022-02-06,-2.5868055555555554,0.0020833333333333333,vrsic
2022-02-07,-5.307638888888889,0.03125,vrsic
2022-02-08,-2.427777777777778,0.0,vrsic
2022-02-09,4.160416666666666,0.0,vrsic
2022-02-10,0.15763888888888888,0.0,vrsic
2022-02-11,-2.6430555555555557,0.010416666666666666,vrsic
2022-02-12,-6.236805555555556,0.0,vrsic
2022-02-13,-6.652777777777778,0.0,vrsic
2022-02-14,-4.425694444444444,0.02291666666666667,vrsic
2022-02-15,-2.1319444444444446,0.53125,vrsic
2022-02-16,-3.0152777777777775,0.0,vrsic
2022-02-17,-2.173611111111111,0.004166666666666667,vrsic
2022-02-18,0.009027777777777782,0.0,vrsic
2022-02-19,-0.8666666666666667,0.08958333333333333,vrsic
2022-02-20,-1.3159722222222223,0.008333333333333333,vrsic
2022-02-21,-2.584722222222222,0.08750000000000001,vrsic
2022-02-22,-3.091666666666667,0.0,vrsic
2022-02-23,0.19375,0.0,vrsic
2022-02-24,0.012499999999999999,0.0,vrsic
2022-02-25,-3.316666666666667,0.052083333333333336,vrsic
2022-02-26,-6.327083333333333,0.0,vrsic
2022-02-27,-6.784722222222222,0.0,vrsic
2022-02-28,-7.106249999999999,0.0,vrsic
2022-03-01,-6.745138888888889,0.0,vrsic
2022-03-02,-2.6680555555555556,0.0,vrsic
2022-03-03,-1.5555555555555556,0.0,vrsic
2022-03-04,-5.632638888888889,0.0,vrsic
2022-03-05,-8.538194444444445,0.0,vrsic
2022-03-06,-8.765972222222222,0.0,vrsic
2022-03-07,-7.739583333333333,0.0,vrsic
2022-03-08,-7.043055555555556,0.0,vrsic
2022-03-09,-2.1527777777777777,0.0,vrsic
2022-03-10,-0.6541666666666667,0.0,vrsic
2022-03-11,-7.1708333333333325,0.0,vrsic
2022-03-12,-6.484027777777778,0.0,vrsic
2022-03-13,-5.527083333333334,0.0,vrsic
2022-03-14,-2.7125000000000004,0.0,vrsic
2022-03-15,-0.9493055555555555,0.0,vrsic
2022-03-16,0.8847222222222222,0.0,vrsic
2022-03-17,-0.2013888888888889,0.0020833333333333333,vrsic
2022-03-18,-1.5590277777777777,0.0,vrsic
2022-03-19,-2.9972222222222222,0.0,vrsic
2022-03-20,-4.213888888888889,0.0,vrsic
2022-03-21,-3.2854166666666664,0.0,vrsic
2022-03-22,-0.7527777777777778,0.0,vrsic
2022-03-23,3.579861111111111,0.0,vrsic
2022-03-24,6.050000000000001,0.0,vrsic
2022-03-25,4.855555555555556,0.0,vrsic
2022-03-26,4.570833333333334,0.0,vrsic
2022-03-27,5.740277777777778,0.0,vrsic
2022-03-28,5.045833333333333,0.0,vrsic
2022-03-29,2.0743055555555556,0.0,vrsic
2022-03-30,-0.38680555555555557,0.10625,vrsic
2022-03-31,-1.0006944444444443,0.5,vrsic
2022-04-01,-0.6472222222222223,0.09791666666666667,vrsic
2022-04-02,-3.8249999999999997,0.5083333333333333,vrsic
2022-04-03,-5.395138888888889,0.03125,vrsic
2022-04-04,-4.821527777777778,0.07916666666666668,vrsic
2022-04-05,-0.7354166666666666,0.0,vrsic
2022-04-06,2.520138888888889,0.0,vrsic
2022-04-07,2.53125,0.0,vrsic
2022-04-08,2.6312499999999996,0.325,vrsic
2022-04-09,-2.410416666666667,0.8479166666666668,vrsic
2022-04-10,-3.873611111111111,0.0,vrsic
2022-04-11,-1.3611111111111112,0.0,vrsic
2022-04-12,2.2819444444444446,0.0,vrsic
2022-04-13,6.420833333333333,0.0,vrsic
2022-04-14,7.930555555555555,0.0,vrsic
2022-04-15,7.444444444444445,0.056249999999999994,vrsic
2022-04-16,2.665277777777778,0.0,vrsic
2022-04-17,-1.3666666666666667,0.0,vrsic
2022-04-18,0.29930555555555555,0.0,vrsic
2022-04-19,-0.7840277777777778,0.11875000000000001,vrsic
2022-04-20,-0.7256944444444444,0.0,vrsic
2022-04-21,1.3506944444444444,0.004166666666666667,vrsic
2022-04-22,0.6604166666666668,0.10208333333333335,vrsic
2022-04-23,2.2180555555555554,0.041666666666666664,vrsic
2022-04-24,0.30694444444444446,0.8125,vrsic
2022-04-25,1.4361111111111111,0.0020833333333333333,vrsic
2022-04-26,1.7090277777777778,0.2333333333333333,vrsic
2022-04-27,2.2249999999999996,0.006250000000000001,vrsic
2022-04-28,3.3444444444444446,0.0,vrsic
2022-04-29,4.367361111111111,0.0,vrsic
2022-04-30,5.086111111111111,0.0,vrsic
2022-05-01,1.959027777777778,0.09999999999999999,vrsic
2022-05-02,2.3381944444444445,0.09166666666666667,vrsic
2022-05-03,5.901388888888889,0.0,vrsic
2022-05-04,6.637499999999999,0.016666666666666666,vrsic
2022-05-05,6.207638888888889,0.0,vrsic
2022-05-06,4.103472222222222,0.03958333333333334,vrsic
2022-05-07,4.445833333333334,0.24166666666666667,vrsic
2022-05-08,5.321527777777778,0.07708333333333334,vrsic
2022-05-09,6.765277777777778,0.0,vrsic
2022-05-10,9.129861111111111,0.0,vrsic
2022-05-11,11.276388888888889,0.0,vrsic
2022-05-12,13.027777777777779,0.0,vrsic
2022-05-13,11.618055555555555,0.11249999999999999,vrsic
2022-05-14,10.055555555555555,0.11041666666666666,vrsic
2022-05-15,12.599305555555555,0.0,vrsic
2022-05-16,11.772222222222222,0.05416666666666667,vrsic
2022-05-17,11.711805555555555,0.0,vrsic
2022-05-18,11.147222222222222,0.0,vrsic
2022-05-19,10.85763888888889,0.0,vrsic
2022-05-20,14.308333333333334,0.0,vrsic
2022-05-21,14.170833333333333,0.10416666666666667,vrsic
2022-05-22,12.560416666666667,0.26666666666666666,vrsic
2022-05-23,12.068750000000001,0.03125,vrsic
2022-05-24,11.068055555555555,0.0,vrsic
2022-05-25,9.838888888888889,0.6354166666666666,vrsic
2022-05-26,10.025694444444445,0.02291666666666667,vrsic
2022-05-27,13.07638888888889,0.052083333333333336,vrsic
2022-05-28,6.833333333333333,0.05833333333333333,vrsic
2022-05-29,1.9486111111111113,0.0375,vrsic
2022-05-30,4.047222222222222,0.0,vrsic
2022-05-31,8.773611111111112,0.006250000000000001,vrsic
2022-06-01,10.671527777777778,0.006250000000000001,vrsic
2022-06-02,12.727083333333333,0.006250000000000001,vrsic
2022-06-03,12.818750000000001,0.32708333333333334,vrsic
2022-06-04,15.580555555555556,0.0,vrsic
2022-06-05,15.269444444444446,0.1125,vrsic
2022-06-06,13.213888888888889,0.008333333333333333,vrsic
2022-06-07,10.034027777777778,0.20833333333333334,vrsic
2022-06-08,9.710416666666667,0.0,vrsic
2022-06-09,7.334027777777777,0.23333333333333336,vrsic
2022-06-10,9.154166666666667,0.0,vrsic
2022-06-11,11.43888888888889,0.0,vrsic
2022-06-12,14.149305555555555,0.0,vrsic
2022-06-13,12.591666666666667,0.16874999999999998,vrsic
