datetime,temperature,rain,location
2022-01-01,4.084722222222222,0.0,osp
2022-01-02,3.6277777777777778,0.0,osp
2022-01-03,6.984722222222222,0.01875,osp
2022-01-04,8.347222222222221,0.02916666666666667,osp
2022-01-05,10.889583333333333,0.15,osp
2022-01-06,5.515972222222222,0.1625,osp
2022-01-07,1.1604166666666667,0.0,osp
2022-01-08,-1.8743055555555554,0.0,osp
2022-01-09,0.9256944444444445,0.0,osp
2022-01-10,5.8493055555555555,0.0,osp
2022-01-11,5.197222222222222,0.0,osp
2022-01-12,4.199999999999999,0.0,osp
2022-01-13,3.2159722222222222,0.0,osp
2022-01-14,1.7208333333333332,0.0,osp
2022-01-15,3.642361111111111,0.0,osp
2022-01-16,3.472916666666667,0.0,osp
2022-01-17,2.9145833333333333,0.0,osp
2022-01-18,5.545138888888889,0.0,osp
2022-01-19,1.9493055555555554,0.0,osp
2022-01-20,4.063888888888889,0.07083333333333335,osp
2022-01-21,1.2638888888888888,0.0,osp
2022-01-22,0.7541666666666667,0.0,osp
2022-01-23,1.9562499999999998,0.0,osp
2022-01-24,2.9145833333333333,0.0,osp
2022-01-25,0.3069444444444444,0.0,osp
2022-01-26,0.8500000000000001,0.0,osp
2022-01-27,2.2493055555555554,0.0,osp
2022-01-28,3.3055555555555554,0.0,osp
2022-01-29,2.1944444444444446,0.0,osp
2022-01-30,2.466666666666667,0.0,osp
2022-01-31,3.45,0.0,osp
2022-02-01,2.2729166666666667,0.0,osp
2022-02-02,1.6395833333333334,0.0,osp
2022-02-03,4.184027777777778,0.0,osp
2022-02-04,6.698611111111111,0.05625,osp
2022-02-05,7.532638888888889,0.0,osp
2022-02-06,5.15625,0.008333333333333333,osp
2022-02-07,6.75,0.0,osp
2022-02-08,1.4972222222222222,0.0,osp
2022-02-09,2.629861111111111,0.0,osp
2022-02-10,4.935416666666667,0.0,osp
2022-02-11,7.674305555555555,0.012499999999999999,osp
2022-02-12,6.725694444444445,0.0,osp
2022-02-13,1.1618055555555555,0.0,osp
2022-02-14,2.771527777777778,0.125,osp
2022-02-15,7.227777777777778,0.25416666666666665,osp
2022-02-16,5.384722222222222,0.0,osp
2022-02-17,5.629166666666666,0.0,osp
2022-02-18,7.570833333333334,0.0,osp
2022-02-19,10.171527777777778,0.16458333333333333,osp
2022-02-20,8.457638888888889,0.09166666666666667,osp
2022-02-21,8.209722222222222,0.20625000000000002,osp
2022-02-22,5.073611111111111,0.0,osp
2022-02-23,4.385416666666667,0.0,osp
2022-02-24,6.675000000000001,0.0,osp
2022-02-25,6.5569444444444445,0.049999999999999996,osp
2022-02-26,6.140972222222222,0.0,osp
2022-02-27,5.344444444444445,0.0,osp
2022-02-28,5.072222222222222,0.0,osp
2022-03-01,2.966666666666667,0.0,osp
2022-03-02,1.8312499999999998,0.0,osp
2022-03-03,2.1493055555555554,0.0,osp
2022-03-04,4.793055555555556,0.0,osp
2022-03-05,3.907638888888889,0.0,osp
2022-03-06,4.249305555555555,0.0,osp
2022-03-07,4.304861111111111,0.0,osp
2022-03-08,2.5784722222222225,0.0,osp
2022-03-09,1.6194444444444445,0.0,osp
2022-03-10,4.0375,0.0,osp
2022-03-11,3.179861111111111,0.0,osp
2022-03-12,1.2312500000000002,0.0,osp
2022-03-13,1.6708333333333334,0.0,osp
2022-03-14,3.9187499999999997,0.0,osp
2022-03-15,5.397222222222222,0.0,osp
2022-03-16,8.14375,0.0,osp
2022-03-17,10.827083333333333,0.0,osp
2022-03-18,10.218055555555557,0.0,osp
2022-03-19,8.870138888888889,0.0,osp
2022-03-20,8.341666666666667,0.0,osp
2022-03-21,6.9743055555555555,0.0,osp
2022-03-22,7.8604166666666675,0.0,osp
2022-03-23,8.288194444444445,0.0,osp
2022-03-24,9.259722222222223,0.0,osp
2022-03-25,9.038888888888888,0.0,osp
2022-03-26,10.27986111111111,0.0,osp
2022-03-27,9.895833333333334,0.0,osp
2022-03-28,8.124305555555557,0.0,osp
2022-03-29,9.494444444444445,0.0,osp
2022-03-30,10.031944444444443,0.14166666666666666,osp
2022-03-31,9.988888888888889,1.0604166666666666,osp
2022-04-01,10.021527777777777,0.008333333333333333,osp
2022-04-02,7.1194444444444445,0.020833333333333332,osp
2022-04-03,6.512499999999999,0.0,osp
2022-04-04,5.771527777777778,0.0,osp
2022-04-05,6.576388888888889,0.0,osp
2022-04-06,7.978472222222223,0.0,osp
2022-04-07,10.520138888888889,0.0,osp
2022-04-08,12.883333333333333,0.0,osp
2022-04-09,10.765277777777778,0.17708333333333334,osp
2022-04-10,6.710416666666666,0.0,osp
2022-04-11,7.328472222222222,0.0,osp
2022-04-12,8.643055555555556,0.0,osp
2022-04-13,10.445833333333333,0.0,osp
2022-04-14,12.890277777777778,0.0,osp
2022-04-15,12.966666666666667,0.0,osp
2022-04-16,14.222916666666666,0.0,osp
2022-04-17,9.586805555555555,0.0,osp
2022-04-18,10.522916666666667,0.0,osp
2022-04-19,9.103472222222223,0.0,osp
2022-04-20,9.852777777777778,0.004166666666666667,osp
2022-04-21,8.474305555555555,0.041666666666666664,osp
2022-04-22,11.129861111111111,0.3520833333333333,osp
2022-04-23,12.470833333333333,0.0,osp
2022-04-24,11.968055555555557,0.09375,osp
2022-04-25,11.109027777777778,0.0,osp
2022-04-26,13.15486111111111,0.03125,osp
2022-04-27,13.568750000000001,0.008333333333333333,osp
2022-04-28,15.702777777777776,0.0,osp
2022-04-29,15.368055555555555,0.0,osp
2022-04-30,13.220833333333333,0.0,osp
2022-05-01,12.926388888888889,0.14583333333333334,osp
2022-05-02,15.371527777777779,0.0,osp
2022-05-03,14.602083333333333,0.004166666666666667,osp
2022-05-04,13.872916666666667,0.0,osp
2022-05-05,13.648611111111112,0.0020833333333333333,osp
2022-05-06,12.9375,0.1708333333333333,osp
2022-05-07,15.359027777777776,0.012500000000000002,osp
2022-05-08,17.13611111111111,0.0062499999999999995,osp
2022-05-09,16.175694444444446,0.09166666666666667,osp
2022-05-10,16.78402777777778,0.0,osp
2022-05-11,17.65,0.0,osp
2022-05-12,18.341666666666665,0.0,osp
2022-05-13,18.668750000000003,0.0,osp
2022-05-14,19.87013888888889,0.0,osp
2022-05-15,19.81736111111111,0.0,osp
2022-05-16,19.75347222222222,0.014583333333333332,osp
2022-05-17,19.256944444444443,0.0,osp
2022-05-18,19.555555555555557,0.0,osp
2022-05-19,16.519444444444446,0.0,osp
2022-05-20,16.9125,0.0,osp
2022-05-21,19.71597222222222,0.0,osp
2022-05-22,20.85486111111111,0.0,osp
2022-05-23,21.760416666666668,0.0062499999999999995,osp
2022-05-24,21.728472222222223,0.0,osp
2022-05-25,20.80625,0.0,osp
2022-05-26,20.558333333333334,0.0,osp
2022-05-27,21.209722222222222,0.0,osp
2022-05-28,16.438888888888886,0.029166666666666664,osp
2022-05-29,13.755555555555555,0.02291666666666667,osp
2022-05-30,14.804861111111112,0.041666666666666664,osp
2022-05-31,18.425694444444446,0.0,osp
2022-06-01,20.06875,0.0,osp
2022-06-02,21.240277777777777,0.0,osp
2022-06-03,21.418055555555554,0.010416666666666666,osp
2022-06-04,21.992361111111112,0.0,osp
2022-06-05,23.936805555555555,0.0,osp
2022-06-06,23.27847222222222,0.024999999999999998,osp
2022-06-07,22.272222222222222,0.03958333333333333,osp
2022-06-08,20.240277777777777,0.035416666666666666,osp
2022-06-09,17.242361111111112,0.3625,osp
2022-06-10,21.75,0.0,osp
2022-06-11,23.01388888888889,0.0,osp
2022-06-12,22.04861111111111,0.0,osp
2022-06-13,21.975,0.0,osp
2022-06-14,23.09027777777778,0.0,osp
2022-06-15,21.285416666666666,0.0,osp
2022-06-16,22.580555555555556,0.0,osp
2022-06-17,23.31597222222222,0.010416666666666666,osp
2022-06-18,23.515277777777776,0.0,osp
2022-06-19,22.23888888888889,0.0,osp
2022-06-20,22.695138888888888,0.0,osp
2022-06-21,24.668055555555554,0.0,osp
2022-06-22,23.90277777777778,0.12291666666666666,osp
2022-06-23,24.512500000000003,0.0,osp
2022-06-24,24.255555555555556,0.0,osp
2022-06-25,23.120833333333334,0.0,osp
2022-06-26,23.37013888888889,0.0,osp
2022-06-27,25.455555555555556,0.0,osp
2022-06-28,27.72986111111111,0.0,osp
2022-06-29,24.436805555555555,0.0020833333333333333,osp
2022-06-30,24.352083333333333,0.0,osp
2022-07-01,25.220138888888886,0.0,osp
2022-07-02,26.52777777777778,0.0,osp
2022-07-03,24.975694444444443,0.0,osp
2022-07-04,27.27777777777778,0.0,osp
2022-07-05,26.24722222222222,0.0,osp
2022-07-06,26.294444444444444,0.0,osp
2022-07-07,22.09652777777778,0.19583333333333333,osp
2022-07-08,23.012500000000003,0.0,osp
2022-07-09,22.354166666666668,0.0,osp
2022-07-10,21.225694444444443,0.0,osp
2022-07-11,21.52847222222222,0.0,osp
2022-07-12,21.43402777777778,0.004166666666666667,osp
2022-07-13,21.54513888888889,0.0,osp
2022-07-14,22.913194444444443,0.0,osp
2022-07-15,25.431944444444444,0.0,osp
2022-07-16,27.02638888888889,0.0,osp
2022-07-17,27.252083333333335,0.0,osp
2022-07-18,25.72152777777778,0.0,osp
2022-07-19,26.672222222222224,0.0,osp
2022-07-20,26.345833333333335,0.0,osp
2022-07-21,26.043055555555554,0.0,osp
2022-07-22,27.893749999999997,0.0,osp
2022-07-23,27.602083333333333,0.0,osp
2022-07-24,28.99236111111111,0.0,osp
2022-07-25,27.339583333333334,0.0,osp
2022-07-26,23.137500000000003,0.59375,osp
2022-07-27,25.480555555555554,0.0062499999999999995,osp
2022-07-28,25.456944444444446,0.0,osp
2022-07-29,24.603472222222223,0.0,osp
2022-07-30,22.136805555555554,0.3416666666666666,osp
2022-07-31,22.779861111111114,0.0,osp
2022-08-01,24.583333333333332,0.0,osp
2022-08-02,25.19861111111111,0.0020833333333333333,osp
2022-08-03,25.264583333333334,0.0,osp
2022-08-04,25.532638888888886,0.0,osp
2022-08-05,25.750694444444445,0.0,osp
2022-08-06,27.530555555555555,0.0,osp
2022-08-07,26.34027777777778,0.0,osp
